true_x,true_y,pred_x,pred_y
"[0.0, 53.333333333333336, 53.86666666666667, 53.733333333333334, 47.733333333333334, 47.333333333333336, 44.266666666666666, 51.46666666666667, 51.6, 51.333333333333336, 49.733333333333334, 49.6, 49.46666666666667, 0.0, 49.2, 0.0, 50]","[0.0, 49.5260663507109, 56.872037914691944, 60.426540284360186, 51.18483412322275, 55.687203791469194, 57.10900473933649, 63.74407582938389, 70.37914691943128, 76.77725118483413, 63.507109004739334, 70.37914691943128, 76.77725118483413, 0.0, 43.838862559241704, 0.0, 44.78672985781991]","[0.0, 53.02083333333333, 54.479166666666664, 53.07291666666667, 48.95833333333333, 46.40625, 43.22916666666667, 52.39583333333333, 51.45833333333333, 50.78125, 49.84375, 49.73958333333333, 50.10416666666667, 0.0, 51.770833333333336, 0.0, 0.0]","[0.0, 49.351851851851855, 55.37037037037037, 61.01851851851852, 49.44444444444444, 55.18518518518518, 57.592592592592595, 61.29629629629629, 69.62962962962963, 77.96296296296296, 61.57407407407407, 69.72222222222221, 78.61111111111111, 0.0, 43.888888888888886, 0.0, 0.0]"
"[51.06666666666667, 49.46666666666667, 48.8, 48.93333333333333, 53.733333333333334, 54.4, 53.86666666666667, 50.13333333333333, 50, 49.46666666666667, 52.266666666666666, 52.13333333333333, 51.733333333333334, 50.93333333333333, 51.733333333333334, 0.0, 52.8]","[41.70616113744076, 45.497630331753555, 51.18483412322275, 57.10900473933649, 46.208530805687204, 53.55450236966825, 58.29383886255924, 59.241706161137444, 65.16587677725119, 72.03791469194313, 58.76777251184834, 64.92890995260663, 71.80094786729858, 40.99526066350711, 40.758293838862556, 0.0, 41.23222748815166]","[51.66666666666667, 49.895833333333336, 48.802083333333336, 48.4375, 53.85416666666667, 54.84375, 54.84375, 50.260416666666664, 50.10416666666667, 50.15625, 52.65625000000001, 52.29166666666667, 52.23958333333333, 51.24999999999999, 52.23958333333333, 0.0, 52.81249999999999]","[41.574074074074076, 45.925925925925924, 51.75925925925926, 56.851851851851855, 46.111111111111114, 51.94444444444445, 56.666666666666664, 58.14814814814815, 66.85185185185185, 74.81481481481481, 58.24074074074074, 66.85185185185185, 73.70370370370371, 40.925925925925924, 40.925925925925924, 0.0, 41.388888888888886]"
"[49.733333333333334, 47.333333333333336, 46.666666666666664, 46.13333333333333, 51.333333333333336, 52, 52, 49.06666666666667, 48.4, 48.266666666666666, 50.666666666666664, 50.266666666666666, 50.666666666666664, 49.2, 50, 48.53333333333333, 50.53333333333333]","[40.52132701421801, 43.127962085308056, 48.5781990521327, 52.60663507109005, 42.654028436018955, 48.1042654028436, 52.3696682464455, 53.08056872037915, 58.29383886255924, 63.507109004739334, 52.843601895734594, 57.345971563981045, 63.507109004739334, 39.33649289099526, 39.33649289099526, 40.04739336492891, 39.573459715639814]","[49.635416666666664, 47.8125, 47.083333333333336, 46.041666666666664, 50.88541666666667, 52.03124999999999, 52.29166666666667, 48.17708333333333, 48.4375, 48.385416666666664, 50.31250000000001, 50.416666666666664, 50.364583333333336, 49.166666666666664, 49.947916666666664, 48.645833333333336, 50.31250000000001]","[40.370370370370374, 43.888888888888886, 47.40740740740741, 51.20370370370371, 43.611111111111114, 47.40740740740741, 51.01851851851852, 52.129629629629626, 58.7037037037037, 64.72222222222223, 52.129629629629626, 58.98148148148148, 64.81481481481481, 39.62962962962963, 39.53703703703704, 40.09259259259259, 39.81481481481482]"
"[48.266666666666666, 44.8, 45.6, 48.266666666666666, 49.6, 50.13333333333333, 49.6, 46.666666666666664, 46.4, 46.4, 49.333333333333336, 51.733333333333334, 50.93333333333333, 47.46666666666667, 48.266666666666666, 45.733333333333334, 0.0]","[34.834123222748815, 38.388625592417064, 43.60189573459716, 47.867298578199055, 36.492890995260666, 41.943127962085306, 47.39336492890995, 45.7345971563981, 50.71090047393365, 55.45023696682465, 45.497630331753555, 48.81516587677725, 54.02843601895734, 33.88625592417062, 33.175355450236964, 34.12322274881517, 0.0]","[47.604166666666664, 45.208333333333336, 45.416666666666664, 47.083333333333336, 49.427083333333336, 50.10416666666667, 49.84375, 45.78125, 46.09375, 45.885416666666664, 48.645833333333336, 51.354166666666664, 51.24999999999999, 47.1875, 47.8125, 46.197916666666664, 0.0]","[33.7037037037037, 37.31481481481482, 44.166666666666664, 47.03703703703704, 36.666666666666664, 42.407407407407405, 46.85185185185185, 45.64814814814815, 49.351851851851855, 56.94444444444444, 45.74074074074074, 48.61111111111111, 55.27777777777778, 32.96296296296296, 32.870370370370374, 33.24074074074074, 0.0]"
"[52.53333333333333, 50.4, 49.86666666666667, 49.333333333333336, 55.2, 55.733333333333334, 56, 51.06666666666667, 51.2, 51.2, 54.666666666666664, 54.666666666666664, 54.93333333333333, 52.13333333333333, 52.93333333333333, 0.0, 53.733333333333334]","[63.27014218009479, 66.58767772511848, 72.51184834123222, 79.85781990521328, 66.11374407582939, 72.27488151658768, 80.33175355450237, 78.67298578199052, 89.33649289099526, 99.0521327014218, 78.90995260663507, 89.0995260663507, 99.0521327014218, 62.55924170616114, 62.55924170616114, 0.0, 61.84834123222749]","[52.604166666666664, 50.520833333333336, 49.895833333333336, 49.73958333333333, 54.947916666666664, 55.625, 56.041666666666664, 51.822916666666664, 51.354166666666664, 50.83333333333333, 54.270833333333336, 54.79166666666667, 55.52083333333333, 52.29166666666667, 52.864583333333336, 0.0, 53.541666666666664]","[62.68518518518519, 66.57407407407408, 72.31481481481481, 78.05555555555556, 66.57407407407408, 72.31481481481481, 79.35185185185185, 78.98148148148148, 88.24074074074075, 99.25925925925925, 78.7962962962963, 88.42592592592592, 99.25925925925925, 61.94444444444444, 61.94444444444444, 0.0, 61.75925925925926]"
"[31.6, 27.866666666666667, 26.666666666666668, 28.266666666666666, 30, 30.666666666666668, 33.06666666666667, 30.266666666666666, 31.6, 32.266666666666666, 31.466666666666665, 32.266666666666666, 32.266666666666666, 30.666666666666668, 31.333333333333332, 28.933333333333334, 0.0]","[27.01421800947867, 36.72985781990521, 44.312796208530806, 52.132701421800945, 33.175355450236964, 41.23222748815166, 47.156398104265406, 51.65876777251185, 62.08530805687204, 73.93364928909952, 50, 55.92417061611374, 68.48341232227489, 26.066350710900473, 25.592417061611375, 27.96208530805687, 0.0]","[31.354166666666668, 27.968749999999996, 27.083333333333332, 28.177083333333336, 30.312499999999996, 30.416666666666664, 32.604166666666664, 30.104166666666664, 31.197916666666664, 32.239583333333336, 31.822916666666668, 32.239583333333336, 32.083333333333336, 30.625000000000004, 30.625000000000004, 28.645833333333332, 0.0]","[27.12962962962963, 35.27777777777778, 44.25925925925926, 51.57407407407407, 33.88888888888889, 42.87037037037037, 47.96296296296296, 51.20370370370371, 62.68518518518519, 74.25925925925925, 50.46296296296296, 62.40740740740741, 71.75925925925925, 26.111111111111114, 25.27777777777778, 27.685185185185183, 0.0]"
"[48.09384164222874, 47.06744868035191, 46.48093841642229, 45.16129032258065, 50.58651026392962, 51.759530791788855, 52.05278592375367, 47.65395894428153, 48.97360703812317, 49.12023460410557, 50.87976539589443, 51.17302052785924, 51.17302052785924, 47.800586510263926, 48.82697947214076, 0.0, 49.70674486803519]","[39.947780678851174, 43.34203655352481, 48.04177545691906, 50.91383812010444, 42.55874673629243, 48.04177545691906, 53.26370757180157, 53.52480417754569, 61.8798955613577, 67.62402088772846, 53.78590078328982, 61.61879895561358, 67.88511749347259, 38.90339425587467, 39.1644908616188, 0.0, 38.90339425587467]","[48.333333333333336, 47.083333333333336, 45.885416666666664, 45.416666666666664, 50.572916666666664, 51.979166666666664, 52.135416666666664, 48.020833333333336, 48.385416666666664, 48.489583333333336, 50.364583333333336, 50.83333333333333, 50.72916666666667, 47.91666666666667, 48.90625, 0.0, 49.6875]","[40.09259259259259, 44.25925925925926, 48.148148148148145, 50.37037037037037, 43.148148148148145, 47.22222222222222, 51.388888888888886, 53.51851851851852, 61.111111111111114, 66.85185185185185, 53.148148148148145, 60.46296296296296, 66.94444444444444, 39.166666666666664, 38.98148148148148, 0.0, 39.351851851851855]"
"[44.53333333333333, 43.46666666666667, 43.333333333333336, 42.666666666666664, 46.13333333333333, 46.266666666666666, 46.93333333333333, 44, 44.13333333333333, 44.53333333333333, 45.2, 45.2, 45.6, 0.0, 0.0, 0.0, 0.0]","[43.36492890995261, 44.312796208530806, 46.682464454976305, 47.6303317535545, 44.78672985781991, 47.39336492890995, 49.76303317535545, 49.76303317535545, 53.317535545023695, 55.45023696682465, 50.23696682464455, 53.08056872037915, 54.976303317535546, 0.0, 0.0, 0.0, 0.0]","[45.15625, 45.104166666666664, 45.05208333333333, 45.05208333333333, 45.104166666666664, 45.05208333333333, 45.0, 45.05208333333333, 44.895833333333336, 45.05208333333333, 45.0, 45.15625, 45.208333333333336, 0.0, 0.0, 0.0, 0.0]","[45.27777777777778, 45.46296296296296, 46.2962962962963, 47.22222222222222, 45.46296296296296, 46.01851851851852, 46.94444444444444, 47.68518518518518, 50.74074074074074, 47.96296296296296, 50.37037037037037, 45.370370370370374, 45.27777777777778, 0.0, 0.0, 0.0, 0.0]"
"[46.666666666666664, 44.266666666666666, 42.266666666666666, 43.06666666666667, 47.46666666666667, 49.06666666666667, 49.06666666666667, 45.06666666666667, 45.333333333333336, 45.06666666666667, 47.2, 47.46666666666667, 47.46666666666667, 46.266666666666666, 46.93333333333333, 45.06666666666667, 0.0]","[45.023696682464454, 47.156398104265406, 51.8957345971564, 50.23696682464455, 47.156398104265406, 51.65876777251185, 54.502369668246445, 56.161137440758296, 63.981042654028435, 67.53554502369668, 55.92417061611374, 63.507109004739334, 67.77251184834124, 44.312796208530806, 44.07582938388626, 44.54976303317535, 0.0]","[45.83333333333333, 44.166666666666664, 43.020833333333336, 44.27083333333333, 47.552083333333336, 48.69791666666667, 48.645833333333336, 45.104166666666664, 45.05208333333333, 45.104166666666664, 47.291666666666664, 47.34375, 47.291666666666664, 45.416666666666664, 46.197916666666664, 45.05208333333333, 0.0]","[45.092592592592595, 48.24074074074074, 51.388888888888886, 52.407407407407405, 47.77777777777778, 51.388888888888886, 54.53703703703704, 56.666666666666664, 63.14814814814815, 68.98148148148148, 56.481481481481474, 63.42592592592593, 69.25925925925925, 44.44444444444444, 44.351851851851855, 45.0, 0.0]"
"[44.666666666666664, 45.6, 43.733333333333334, 43.06666666666667, 48.266666666666666, 48.4, 47.733333333333334, 44.53333333333333, 45.06666666666667, 44.53333333333333, 46.666666666666664, 47.2, 46.8, 44.666666666666664, 45.06666666666667, 45.333333333333336, 46.8]","[56.63507109004739, 58.056872037914694, 66.11374407582939, 70.61611374407583, 61.84834123222749, 68.95734597156398, 74.40758293838863, 73.22274881516587, 80.33175355450237, 86.25592417061611, 74.17061611374407, 81.99052132701422, 87.44075829383887, 55.45023696682465, 55.687203791469194, 54.73933649289099, 56.161137440758296]","[44.84375, 45.104166666666664, 44.21875, 42.916666666666664, 48.229166666666664, 48.90625, 47.760416666666664, 44.947916666666664, 44.79166666666667, 45.15625, 46.979166666666664, 46.458333333333336, 46.35416666666667, 44.947916666666664, 45.208333333333336, 46.770833333333336, 0.0]","[55.37037037037037, 60.64814814814815, 66.85185185185185, 70.92592592592592, 61.29629629629629, 67.4074074074074, 73.98148148148148, 72.77777777777777, 80.92592592592592, 87.5925925925926, 73.61111111111111, 81.38888888888889, 88.88888888888889, 55.092592592592595, 54.81481481481482, 55.27777777777778, 0.0]"
"[61.86666666666667, 57.86666666666667, 56.4, 55.333333333333336, 62, 62.13333333333333, 62.4, 56.93333333333333, 57.2, 55.2, 60.93333333333333, 59.733333333333334, 59.06666666666667, 61.6, 62.666666666666664, 59.6, 0.0]","[27.488151658767773, 32.464454976303315, 40.28436018957346, 48.1042654028436, 32.22748815165877, 40.758293838862556, 45.7345971563981, 51.4218009478673, 59.47867298578199, 67.77251184834124, 50.71090047393365, 58.29383886255924, 68.95734597156398, 25.829383886255926, 26.066350710900473, 25.355450236966824, 0.0]","[62.239583333333336, 58.072916666666664, 56.666666666666664, 55.260416666666664, 61.927083333333336, 61.979166666666664, 62.81250000000001, 58.12500000000001, 56.92708333333333, 55.3125, 60.83333333333333, 59.791666666666664, 59.114583333333336, 61.66666666666667, 62.65625, 59.947916666666664, 0.0]","[27.12962962962963, 32.870370370370374, 41.01851851851852, 46.574074074074076, 32.96296296296296, 41.01851851851852, 46.01851851851852, 49.44444444444444, 59.074074074074076, 67.87037037037037, 49.44444444444444, 60.092592592592595, 68.42592592592592, 25.462962962962965, 25.925925925925924, 26.01851851851852, 0.0]"
"[60.266666666666666, 59.6, 58.53333333333333, 0.0, 61.86666666666667, 61.6, 60.8, 58.666666666666664, 58.53333333333333, 58.53333333333333, 60.13333333333333, 59.86666666666667, 59.86666666666667, 60.266666666666666, 60.666666666666664, 0.0, 0.0]","[48.34123222748815, 49.052132701421804, 51.18483412322275, 0.0, 50.4739336492891, 54.02843601895734, 52.843601895734594, 54.976303317535546, 57.81990521327014, 59.47867298578199, 56.63507109004739, 58.76777251184834, 61.13744075829384, 47.39336492890995, 47.867298578199055, 0.0, 0.0]","[60.10416666666667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[50.83333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[41.86666666666667, 40.266666666666666, 40, 40, 44.8, 45.06666666666667, 44.666666666666664, 40.8, 41.46666666666667, 41.6, 44, 44.266666666666666, 44.13333333333333, 41.733333333333334, 42.266666666666666, 0.0, 43.2]","[34.59715639810427, 39.09952606635071, 46.208530805687204, 52.60663507109005, 39.09952606635071, 45.7345971563981, 53.317535545023695, 51.18483412322275, 61.37440758293839, 68.00947867298578, 51.4218009478673, 61.37440758293839, 69.19431279620854, 33.649289099526065, 33.88625592417062, 0.0, 34.59715639810427]","[41.510416666666664, 40.46875, 40.208333333333336, 40.208333333333336, 44.479166666666664, 45.104166666666664, 44.739583333333336, 40.989583333333336, 41.197916666666664, 41.66666666666667, 43.4375, 44.27083333333333, 44.583333333333336, 41.041666666666664, 42.1875, 0.0, 43.177083333333336]","[35.18518518518518, 40.18518518518518, 46.111111111111114, 51.2962962962963, 40.09259259259259, 46.01851851851852, 52.407407407407405, 52.5, 60.18518518518518, 66.94444444444444, 52.31481481481482, 60.27777777777777, 67.5, 34.074074074074076, 33.98148148148148, 0.0, 34.25925925925926]"
"[42.52199413489736, 39.73607038123167, 39.002932551319645, 38.56304985337243, 43.25513196480939, 44.57478005865103, 45.30791788856305, 40.6158357771261, 41.495601173020525, 42.22873900293255, 44.28152492668622, 44.868035190615835, 45.30791788856305, 41.935483870967744, 42.961876832844574, 40.6158357771261, 0.0]","[20.626631853785902, 22.45430809399478, 29.765013054830288, 36.29242819843342, 22.45430809399478, 28.98172323759791, 36.55352480417755, 36.55352480417755, 46.73629242819843, 53.26370757180157, 35.50913838120105, 45.69190600522193, 53.00261096605744, 19.5822454308094, 19.5822454308094, 19.06005221932115, 0.0]","[42.65625, 40.0, 39.010416666666664, 38.072916666666664, 43.802083333333336, 44.895833333333336, 45.416666666666664, 41.25, 41.5625, 42.34375, 43.802083333333336, 44.84375, 45.3125, 42.1875, 42.916666666666664, 40.78125, 0.0]","[19.72222222222222, 24.074074074074073, 29.814814814814817, 35.55555555555556, 23.796296296296298, 29.166666666666668, 34.25925925925926, 36.666666666666664, 45.55555555555556, 53.70370370370371, 36.388888888888886, 45.18518518518518, 53.61111111111111, 19.074074074074073, 18.98148148148148, 19.35185185185185, 0.0]"
"[52.266666666666666, 50.13333333333333, 49.2, 48.53333333333333, 56.53333333333333, 57.4666665907118, 56.53333333333333, 50.13333333333333, 50.8, 49.733333333333334, 53.333333333333336, 54.266666666666666, 54.266666666666666, 52, 53.06666666666667, 0.0, 55.333333333333336]","[25.829383886255926, 32.22748815165877, 42.18009478672986, 49.052132701421804, 33.88625592417062, 44.786738494715664, 51.8957345971564, 50.947867298578196, 61.13744075829384, 69.90521327014218, 51.65876777251185, 60.90047393364929, 70.14218009478672, 24.407582938388625, 24.644549763033176, 0.0, 25.118483412322274]","[52.552083333333336, 50.572916666666664, 49.84375, 49.010416666666664, 56.822916666666664, 57.239583333333336, 56.770833333333336, 50.989583333333336, 50.31250000000001, 50.05208333333333, 54.6875, 54.63541666666667, 54.114583333333336, 52.23958333333333, 53.43750000000001, 0.0, 0.0]","[24.90740740740741, 32.31481481481481, 41.01851851851852, 48.7962962962963, 33.611111111111114, 43.7037037037037, 51.94444444444445, 50.09259259259259, 60.370370370370374, 70.55555555555556, 50.64814814814815, 60.74074074074074, 71.38888888888889, 23.796296296296298, 24.074074074074073, 0.0, 0.0]"
"[47.6, 45.733333333333334, 47.733333333333334, 47.333333333333336, 46.8, 46.4, 47.86666666666667, 44.53333333333333, 45.86666666666667, 45.46666666666667, 46.266666666666666, 47.46666666666667, 46.93333333333333, 47.06666666666667, 47.6, 46.13333333333333, 0.0]","[53.791469194312796, 56.161137440758296, 55.687203791469194, 51.8957345971564, 57.345971563981045, 59.00473933649289, 58.29383886255924, 64.45497630331754, 68.00947867298578, 71.32701421800948, 63.507109004739334, 67.29857819905213, 70.61611374407583, 52.843601895734594, 52.60663507109005, 52.60663507109005, 0.0]","[47.13541666666667, 45.78125, 45.83333333333333, 46.927083333333336, 46.875, 46.822916666666664, 47.239583333333336, 47.552083333333336, 45.260416666666664, 45.625, 46.25, 45.57291666666667, 45.78125, 46.40625, 46.822916666666664, 47.34375, 0.0]","[53.61111111111111, 56.851851851851855, 60.0, 59.62962962962963, 59.72222222222222, 56.018518518518526, 58.98148148148148, 58.425925925925924, 62.87037037037037, 66.2962962962963, 70.64814814814815, 62.87037037037037, 67.12962962962963, 71.2037037037037, 53.24074074074075, 52.68518518518519, 0.0]"
